Frame Count,r,x,y,z,theta,,r,x,y,z,dist_cm_xy,dist_cm_z,dist_gc_xy,dist_gc_z,,x_1,y_1,z_1,atom_type_1,angle_1,dist_cm_xy_1,dist_cm_z_1,dist_gc_xy_1,dist_gc_z_1,,x_2,y_2,z_2,atom_type_2,angle_2,dist_cm_xy_2,dist_cm_z_2,dist_gc_xy_2,dist_gc_z_2,,x_3,y_3,z_3,atom_type_3,angle_3,dist_cm_xy_3,dist_cm_z_3,dist_gc_xy_3,dist_gc_z_3
123,,,,,,,3.341946629,-0.061654935,-0.226989625,31.61139019,0.150877922,2.224465292,0.368456007,3.52649787,,4.195,1.038,31.719,H_,1.556953156,4.565919454,2.116855481,4.759310118,3.41888806,,4.196,-1.434,31.994,H_,1.300873603,4.576224237,1.841855481,4.793834052,3.14388806,,-4.352,0.862,31.24,H_,0.283765895,4.27582622,2.595855481,4.057953483,3.89788806
123,,,,,,,3.340360465,-1.693875354,1.444344525,35.47532672,2.203817959,-1.639471243,2.028906923,-0.337438665,,-1.134,4.392,32.202,H_,1.452303684,4.666086764,1.633855481,4.581457491,2.93588806,,1.5,5.247,36.338,C_R2,1.125574911,5.689299534,-2.502144519,5.711800693,-1.20011194,,-3.89,-2.268,36.53,H_,0.563714058,4.234854218,-2.694144519,4.07585561,-1.39211194
123,,,,,,,3.322276714,-0.415804126,0.218471221,33.47572821,0.451314412,0.360127272,0.351634563,1.66215985,,-1.134,4.392,32.202,H_,1.268278867,4.666086764,1.633855481,4.581457491,2.93588806,,-5.133,0.35,31.757,C_R2,1.201779682,4.956232922,2.078855481,4.739727553,3.38088806,,2.246,-2.874,35.181,H_,0.671534105,3.641761562,-1.345144519,3.822161574,-0.04311194
123,,,,,,,3.233265428,-1.449744442,1.308982161,36.69595393,1.941122903,-2.860098444,1.773228167,-1.558065866,,1.037,5.47,37.612,C_R2,1.505905621,5.785664834,-3.776144519,5.788979324,-2.47411194,,1.5,5.247,36.338,C_R2,1.486940231,5.689299534,-2.502144519,5.711800693,-1.20011194,,-3.89,-2.268,36.53,H_,0.148746801,4.234854218,-2.694144519,4.07585561,-1.39211194
123,,,,,,,3.221154907,-1.717069397,1.42789378,37.06955675,2.207534545,-3.233701272,2.030900514,-1.931668694,,-2.784,5.487,38.098,H_,1.679295175,6.226795774,-4.262144519,6.097892594,-2.96011194,,1.037,5.47,37.612,C_R2,1.034853821,5.785664834,-3.776144519,5.788979324,-2.47411194,,-3.89,-2.268,36.53,H_,0.427443657,4.234854218,-2.694144519,4.07585561,-1.39211194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,3.442,0.344,0.557,36.783,0.442645698,,3.887766059,-0.273168955,0.879602265,34.37868082,0.986677944,-0.532256972,0.933540845,0.82861396,,2.219,-3.328,35.36,H_,1.149814983,3.967604981,-1.513576155,4.039739298,-0.152705224,,-4.497,0.861,31.726,H_,0.997271353,4.529660723,2.120423845,4.457052835,3.481294776,,2.305,5.307,36.609,C_R2,0.994506318,5.891125462,-2.762576155,5.879444526,-1.401705224
124,,,,,,,3.442123677,0.34402131,0.556658742,36.78294373,0.762479062,-2.936519888,0.766268886,-1.575648957,,2.305,5.307,36.609,C_R2,1.345791734,5.891125462,-2.762576155,5.879444526,-1.401705224,,-2.181,3.956,38.426,H_,1.223535399,4.56073582,-4.579576155,4.4933461,-3.218705224,,2.219,-3.328,35.36,H_,0.572265521,3.967604981,-1.513576155,4.039739298,-0.152705224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2.578,1.189,0.983,35.402,0.22560397,,2.577500051,1.188526609,0.982841758,35.40159873,1.445180612,-1.343348545,1.448663031,-0.045983056,,4.843,1.028,35.81,H_,1.280898478,4.813290471,-1.751749818,4.782672322,-0.454384328,,1.344,-2.622,34.691,H_,1.079554255,2.868600939,-0.632749818,2.80824483,0.664615672,,-0.943,3.957,35.769,H_,0.78113992,4.119389571,-1.710749818,4.176046282,-0.413384328
125,,,,,,,2.513472787,-0.45858473,0.381181699,35.57912924,0.722165959,-1.520879062,0.783456423,-0.223513572,,-3.227,-1.411,37.056,H_,1.347861399,3.648462991,-2.997749818,3.669898841,-1.700384328,,1.344,-2.622,34.691,H_,0.973085445,2.868600939,-0.632749818,2.80824483,0.664615672,,-0.943,3.957,35.769,H_,0.82064581,4.119389571,-1.710749818,4.176046282,-0.413384328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,2.681,-0.658,0.173,35.106,0.377017114,,2.89171619,-0.31941427,-0.013221882,36.6265518,0.50125639,-2.577305965,0.448947269,-1.349585377,,-0.698,4.493,35.83,C_R2,1.225403779,4.488706272,-1.780754169,4.478903891,-0.553033582,,3.439,0.638,37.803,H_,1.16606583,3.3134997,-3.753754169,3.366328672,-2.526033582,,-3.745,-2.985,35.907,C_R2,0.750123045,4.978769182,-1.857754169,4.936625666,-0.630033582
126,,,,,,,2.887159287,-0.443865238,-0.139379101,37.33772755,0.656238214,-3.288481714,0.606266876,-2.060761127,,-3.745,-2.985,35.907,C_R2,1.298883201,4.978769182,-1.857754169,4.936625666,-0.630033582,,-4.855,1.037,37.785,C_R2,1.283184801,5.114823728,-3.735754169,5.062294053,-2.508033582,,3.439,0.638,37.803,H_,0.559524651,3.3134997,-3.753754169,3.366328672,-2.526033582
126,,,,,,,2.680570283,-0.65771233,0.1728162,35.10627019,0.833165322,-1.057024355,0.779966903,0.170696232,,2.668,-0.972,33.72,H_,1.292020189,2.712937222,0.329245831,2.762167445,1.556966418,,-2.807,-2.926,35.372,H_,0.998531082,4.238137983,-1.322754169,4.200519859,-0.095033582,,-0.698,4.493,35.83,C_R2,0.851041383,4.488706272,-1.780754169,4.478903891,-0.553033582
126,,,,,,,2.080178562,1.543243439,1.985863766,33.40456331,2.340821428,0.644682521,2.372788927,1.872403108,,-0.249,4.154,34.888,H_,1.265443307,4.086402369,-0.838754169,4.08150238,0.388966418,,1.465,4.558,31.536,H_,1.238492495,4.65224406,2.513245831,4.66765541,3.740966418,,2.668,-0.972,33.72,H_,0.637656852,2.712937222,0.329245831,2.762167445,1.556966418
126,,,,,,,1.938655519,2.235484443,1.80096321,32.55508254,2.681596984,1.494163292,2.723167102,2.721883879,,5.082,1.511,31.532,H_,1.510134434,5.112412955,2.517245831,5.163908595,3.744966418,,2.668,-0.972,33.72,H_,0.891795518,2.712937222,0.329245831,2.762167445,1.556966418,,1.465,4.558,31.536,H_,0.739662701,4.65224406,2.513245831,4.66765541,3.740966418
126,,,,,,,1.912388851,1.350710938,1.643921491,34.42440817,1.951429753,-0.375162339,1.984433903,0.852558248,,4.212,2.197,36.559,C_R2,1.335687631,4.557431641,-2.509754169,4.60506322,-1.282033582,,2.668,-0.972,33.72,H_,0.984507231,2.712937222,0.329245831,2.762167445,1.556966418,,-0.249,4.154,34.888,H_,0.821397792,4.086402369,-0.838754169,4.08150238,0.388966418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.936,0.111,1.114,34.888,0.268073592,,1.936218634,0.111163275,1.114130584,34.88834351,0.822257728,-1.083948004,0.865364557,0.140652758,,3.089,1.689,35.032,H_,1.179878282,3.313170859,-1.227604493,3.330648242,-0.003003731,,-1.173,4.393,35.795,C_R2,1.048718437,4.289209804,-1.990604493,4.330796275,-0.766003731,,-1.535,-1.348,34.22,H_,0.912995935,2.305154895,-0.415604493,2.275393215,0.808996269
127,,,,,,,1.904061633,0.127680053,0.887898124,35.34278267,0.597151504,-1.538387158,0.640136693,-0.313786397,,-0.59,4.02,36.975,C_R2,1.238789421,3.788250214,-3.170604493,3.830912909,-1.946003731,,3.453,2.148,35.929,C_R2,1.149712795,3.84573013,-2.124604493,3.865826306,-0.900003731,,-1.535,-1.348,34.22,H_,0.753090437,2.305154895,-0.415604493,2.275393215,0.808996269
127,,,,,,,1.709753288,0.928975788,-0.064825611,34.64071409,0.916780508,-0.836318579,0.8998611,0.388282183,,3.631,-0.731,35.028,H_,1.47079189,3.691070185,-1.223604493,3.678326252,0.000996269,,3.089,1.689,35.032,H_,1.213740546,3.313170859,-1.227604493,3.330648242,-0.003003731,,-1.535,-1.348,34.22,H_,0.457060217,2.305154895,-0.415604493,2.275393215,0.808996269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2.355,-0.066,0.738,34.486,0.370387346,,2.358024864,-0.131405037,0.691861373,34.73042381,0.327455651,-0.994155314,0.401287817,0.219277681,,2.938,-0.862,35.08,H_,1.242209286,3.119504124,-1.343731503,3.039285645,-0.130298507,,-2.344,-2.627,33.984,C_R2,1.081826076,3.978422286,-0.247731503,4.042800289,0.965701493,,-1.243,4.587,34.975,C_R2,0.817557292,4.319174737,-1.238731503,4.342428638,-0.025298507
128,,,,,,,2.354945491,-0.066135792,0.737565364,34.48568768,0.313361754,-0.749419179,0.373028378,0.464013816,,-1.759,-2.042,33.326,H_,1.189266265,3.158024067,0.410268497,3.220506049,1.623701493,,2.938,-0.862,35.08,H_,1.182595823,3.119504124,-1.343731503,3.039285645,-0.130298507,,-1.243,4.587,34.975,C_R2,0.769730565,4.319174737,-1.238731503,4.342428638,-0.025298507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2.513,0.45,0.865,34.685,0.391219078,,2.621614009,0.567632465,1.222391071,33.1413484,0.91543854,0.446272292,0.846910248,1.693021004,,3.703,-0.734,33.58,H_,1.360930868,3.830990935,0.007620691,3.843086487,1.254369403,,-1.521,-1.851,33.347,H_,0.97917229,2.800581833,0.240620691,2.869332256,1.487369403,,1.224,4.867,32.772,H_,0.801489495,4.558516889,0.815620691,4.483219698,2.062369403
129,,,,,,,2.51261131,0.449583524,0.864926681,34.68547051,0.560953879,-1.097849821,0.500167399,0.148898891,,-1.291,3.898,35.592,H_,1.288002726,3.695810258,-2.004379309,3.631184828,-0.757630597,,4.438,1.82,35.648,C_R2,0.935652144,4.582317416,-2.060379309,4.548750664,-0.813630597,,-1.521,-1.851,33.347,H_,0.917937784,2.800581833,0.240620691,2.869332256,1.487369403
129,,,,,,,2.216899342,-1.682754617,1.449061353,33.05502096,2.006534395,0.532599729,1.981856436,1.779348441,,-3.777,-1.058,33.63,H_,1.463030717,4.128285373,-0.042379309,4.167799786,1.204369403,,-1.521,-1.851,33.347,H_,1.307087256,2.800581833,0.240620691,2.869332256,1.487369403,,-1.141,4.697,32.656,H_,0.371474681,4.405619173,0.931620691,4.337400127,2.178369403
129,,,,,,,2.215759584,-1.341496537,1.459896775,33.34536599,1.724256222,0.242254702,1.692483926,1.489003414,,-1.291,3.898,35.592,H_,1.466256146,3.695810258,-2.004379309,3.631184828,-0.757630597,,-1.141,4.697,32.656,H_,1.198024912,4.405619173,0.931620691,4.337400127,2.178369403,,-1.521,-1.851,33.347,H_,0.477311596,2.800581833,0.240620691,2.869332256,1.487369403
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3.019,-0.429,1.319,35.891,0.412811066,,3.155111779,-0.577339339,0.903477484,37.14767541,0.706931812,-3.381988048,0.540598299,-2.19291422,,-1.265,5.1,37.297,H_,1.334740522,4.883271686,-3.531312634,4.73093643,-2.342238806,,4.237,1.192,36.59,C_R2,0.948492629,4.457574694,-2.824312634,4.532347126,-1.635238806,,-3.947,-1.671,37.499,H_,0.858359502,4.309324177,-3.733312634,4.287246481,-2.544238806
130,,,,,,,3.11169499,-0.22841016,1.702169132,32.40416885,1.356962903,1.361518515,1.220632109,2.550592343,,3.189,-0.749,32.631,H_,1.213951905,3.505081281,1.134687366,3.642492445,2.323761194,,-3,-1.264,33.526,H_,1.146731919,3.283087112,0.239687366,3.266251425,1.428761194,,-0.485,6.356,31.209,C_R2,0.78090883,6.01780785,2.556687366,5.879549161,3.745761194
130,,,,,,,3.034043061,-0.376095673,1.456316594,35.55811175,1.133102533,-1.79242438,0.984279634,-0.603350552,,-1.265,5.1,37.297,H_,1.208859245,4.883271686,-3.531312634,4.73093643,-2.342238806,,4.318,2.066,35.488,C_R2,1.121928147,4.777512769,-1.722312634,4.824891299,-0.533238806,,-2.881,-2.262,34.038,C_R2,0.810805261,3.7849534,-0.272312634,3.808636493,0.916761194
130,,,,,,,3.019457884,-0.428721196,1.319175667,35.89131925,1.013107044,-2.125631881,0.85873617,-0.936558053,,-1.265,5.1,37.297,H_,1.16133192,4.883271686,-3.531312634,4.73093643,-2.342238806,,4.237,1.192,36.59,C_R2,1.134054569,4.457574694,-2.824312634,4.532347126,-1.635238806,,-2.881,-2.262,34.038,C_R2,0.846206164,3.7849534,-0.272312634,3.808636493,0.916761194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2.68,-0.86,1.321,32.744,0.359024128,,2.834821407,-0.922780526,1.061903833,34.25609581,1.141346383,-0.475850203,1.011087701,0.818661656,,-3.152,-1.876,35.628,H_,1.216585038,3.648450577,-1.847754395,3.68505387,-0.553242537,,2.393,-1.896,33.35,C_R2,1.109096989,3.311461455,0.430245605,3.434726391,1.724757463,,-1.139,4.957,33.742,H_,0.815910627,4.844377492,0.038245605,4.705412587,1.332757463
131,,,,,,,2.775600716,-2.278441523,1.894660406,35.8262337,2.704742974,-2.0459881,2.584518869,-0.751476242,,-1.139,4.957,33.742,H_,1.313116668,4.844377492,0.038245605,4.705412587,1.332757463,,-1.881,5.161,37.874,H_,1.25536975,5.239094899,-4.093754395,5.098303376,-2.799242537,,-3.152,-1.876,35.628,H_,0.573106235,3.648450577,-1.847754395,3.68505387,-0.553242537
131,,,,,,,2.682553711,-0.818223319,1.368700764,32.55068256,1.330229299,1.229563043,1.191186518,2.524074901,,-4.547,1.491,31.927,H_,1.213747233,4.569079881,1.853245605,4.485373678,3.147757463,,-0.698,5.703,33.188,C_R2,1.099323532,5.516766953,0.592245605,5.381049834,1.886757463,,1.934,-1.224,32.655,H_,0.828521888,2.539720005,1.125245605,2.6568282,2.419757463
131,,,,,,,2.680464004,-0.859688448,1.321457974,32.74363768,1.311016988,1.036607924,1.173218066,2.331119782,,-1.139,4.957,33.742,H_,1.206342932,4.844377492,0.038245605,4.705412587,1.332757463,,-4.547,1.491,31.927,H_,1.178939854,4.569079881,1.853245605,4.485373678,3.147757463,,1.934,-1.224,32.655,H_,0.756309867,2.539720005,1.125245605,2.6568282,2.419757463
131,,,,,,,2.165298093,-1.32169823,-1.164626374,32.41194559,1.801375435,1.368300012,1.873589249,2.66281187,,-1.236,-3.365,34.823,H_,1.550763316,3.73566969,-1.042754395,3.848147789,0.251757463,,1.934,-1.224,32.655,H_,0.852190971,2.539720005,1.125245605,2.6568282,2.419757463,,-4.566,-1.017,32.073,H_,0.738638367,4.573901691,1.707245605,4.562971446,3.001757463
131,,,,,,,2.018509789,1.960844784,1.793305526,33.52199318,2.645533801,0.258252422,2.610772294,1.55276428,,3.595,-1.521,33.937,C_R2,1.498851437,4.136220037,-0.156754395,4.23817631,1.137757463,,2.393,-1.896,33.35,C_R2,1.438279586,3.311461455,0.430245605,3.434726391,1.724757463,,1.26,4.832,33.506,H_,0.204461631,4.832966896,0.274245605,4.722789028,1.568757463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,3.332,-1.306,1.219,32.837,0.290063382,,3.521383472,-1.600203632,1.239529174,35.23536393,1.9446578,-1.33702562,1.826637976,-0.034319151,,-1.264,5.027,37.862,H_,1.087375825,5.242512411,-3.963661693,5.167270145,-2.660955224,,-6.46,0.477,33.485,C_R2,1.039796472,6.291294817,0.413338307,6.175174285,1.716044776,,1.752,-1.731,34.097,H_,1.014420356,2.536897608,-0.198661693,2.657784206,1.104044776
132,,,,,,,3.331693829,-1.306068233,1.218602636,32.83685192,1.728046018,1.061486382,1.615255966,2.364192851,,-3.218,5.471,31.495,O_R,1.415234309,6.342843099,2.403338307,6.242067782,3.706044776,,-5.496,3.305,31.56,O_R,1.381316825,6.302735951,2.338338307,6.179292112,3.641044776,,1.752,-1.731,34.097,H_,0.34504152,2.536897608,-0.198661693,2.657784206,1.104044776
132,,,,,,,3.25509384,-0.559329801,1.738339283,32.83672945,1.879364943,1.061608853,1.806941722,2.364315323,,-0.374,6.301,30.913,C_R2,1.478600912,6.408997509,2.985338307,6.352307711,4.288044776,,-3.218,5.471,31.495,O_R,1.327402247,6.342843099,2.403338307,6.242067782,3.706044776,,1.752,-1.731,34.097,H_,0.335589495,2.536897608,-0.198661693,2.657784206,1.104044776
132,,,,,,,2.862969229,-2.07375629,-0.738200102,33.80879471,1.981732886,0.089543595,1.895306243,1.392250064,,-6.61,-0.919,33.35,C_R2,1.55216917,6.465647504,0.548338307,6.3620595,1.851044776,,-6.46,0.477,33.485,C_R2,1.423245239,6.291294817,0.413338307,6.175174285,1.716044776,,1.752,-1.731,34.097,H_,0.166178244,2.536897608,-0.198661693,2.657784206,1.104044776
132,,,,,,,2.821858657,-2.138979507,-1.524225673,33.65146866,2.406022908,0.246869652,2.350545546,1.549576121,,-0.982,-5.388,31.607,C_R2,1.432647395,5.34067764,2.291338307,5.379502109,3.594044776,,1.752,-1.731,34.097,H_,1.051951183,2.536897608,-0.198661693,2.657784206,1.104044776,,-6.61,-0.919,33.35,C_R2,0.656994075,6.465647504,0.548338307,6.3620595,1.851044776
132,,,,,,,2.408701349,1.718836407,1.446527842,35.58468348,2.464632742,-1.686345177,2.519573153,-0.383638708,,1.752,-1.731,34.097,H_,2.028865797,2.536897608,-0.198661693,2.657784206,1.104044776,,2.236,-2.526,34.672,C_R2,0.98265303,3.431042276,-0.773661693,3.548929098,0.529044776,,1.675,4.632,37.055,H_,0.130073826,5.093496773,-3.156661693,5.085288519,-1.853955224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,3.047,-0.336,0.565,33.375,0.393310098,,3.45503991,-1.013581824,0.808926897,35.45473814,1.316195153,-1.549500243,1.243857111,-0.226361275,,-4.339,0.893,32.343,H_,1.226124326,4.224080057,1.562237897,4.024739774,2.885376866,,-2.604,3.948,38.347,H_,1.046610563,4.828307151,-4.441762103,4.761860976,-3.118623134,,2.529,-2.004,34.92,H_,0.868857764,3.295188151,-1.014762103,3.465757583,0.308376866
133,,,,,,,3.046816298,-0.335958811,0.565004924,33.37458416,0.852360382,0.530653738,0.9059075,1.853792706,,-4.339,0.893,32.343,H_,1.281485699,4.224080057,1.562237897,4.024739774,2.885376866,,-1.167,4.342,31.878,H_,1.256314194,4.711421911,2.027237897,4.71433242,3.350376866,,2.529,-2.004,34.92,H_,0.603792761,3.295188151,-1.014762103,3.465757583,0.308376866
133,,,,,,,2.574383997,-0.91083247,-1.855070342,33.63685142,1.690414247,0.268386482,1.58312673,1.59152545,,-0.802,-5.601,31.581,C_R2,1.398115122,5.340616808,2.324237897,5.284109957,3.647376866,,-4.37,-1.542,32.438,H_,0.919656941,4.276015406,1.467237897,4.053785157,2.790376866,,2.529,-2.004,34.92,H_,0.823820591,3.295188151,-1.014762103,3.465757583,0.308376866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,3.052,-1.773,-0.19,32.862,0.373112691,,3.051618501,-1.772922003,-0.189850896,32.86181636,1.311883213,0.978995603,1.081517625,2.28692245,,-1.812,3.954,32.611,H_,1.245918018,4.44072105,1.229811959,4.344220651,2.537738806,,-6.163,-0.936,31.204,C_R2,1.019390708,5.737007999,2.636811959,5.513912504,3.944738806,,1.354,-2.566,34.208,H_,0.876283928,2.922960623,-0.367188041,3.095620888,0.940738806
134,,,,,,,2.458079445,1.139431528,0.967458357,34.56655509,2.029756759,-0.725743131,2.196226962,0.582183716,,0.591,3.729,32.391,H_,1.604253377,4.14273746,1.449811959,4.174831243,2.757738806,,1.039,4.916,35.866,C_R2,1.03434881,5.406275595,-2.025188041,5.442423689,-0.717261194,,1.354,-2.566,34.208,H_,0.502990466,2.922960623,-0.367188041,3.095620888,0.940738806
134,,,,,,,2.4350477,1.228708071,0.881420223,34.98011267,2.051195628,-1.139300713,2.226552926,0.168626134,,1.354,-2.566,34.208,H_,1.56788724,2.922960623,-0.367188041,3.095620888,0.940738806,,3.373,-2.654,35.018,C_R2,1.296904695,4.51348108,-1.177188041,4.726568996,0.130738806,,1.039,4.916,35.866,C_R2,0.276800719,5.406275595,-2.025188041,5.442423689,-0.717261194
134,,,,,,,2.211476724,1.256466857,0.590953769,33.2130084,1.927033106,0.627803558,2.120333806,1.935730405,,4.43,0.63,32.268,H_,1.480988409,4.977315786,1.572811959,5.196687351,2.880738806,,1.354,-2.566,34.208,H_,0.840798743,2.922960623,-0.367188041,3.095620888,0.940738806,,0.591,3.729,32.391,H_,0.819805501,4.14273746,1.449811959,4.174831243,2.757738806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2.876,-0.253,-0.111,35.901,0.515121341,,3.484722495,-1.325067139,0.560583362,32.7716598,1.182009449,1.070443315,1.029461008,2.343840196,,-6.431,0.547,33.672,C_R2,1.178234374,6.000281869,0.170103119,5.76663532,1.4435,,-0.962,5.456,31.103,C_R2,1.058323905,5.74862254,2.739103119,5.735578085,4.0125,,1.407,-3.053,33.477,H_,0.905034375,3.363905397,0.365103119,3.501029603,1.6385
135,,,,,,,2.92865639,-2.291111091,0.983048037,35.69576923,2.198262289,-1.853666113,2.009988497,-0.580269232,,-3.003,-2.751,37.03,H_,1.278763097,3.531412024,-3.187896881,3.36601397,-1.9145,,-6.431,0.547,33.672,C_R2,1.152450933,6.000281869,0.170103119,5.76663532,1.4435,,0.919,4.312,35.89,C_R2,0.710378624,4.795702868,-2.047896881,4.871728837,-0.7745
135,,,,,,,2.875727546,-0.253203207,-0.111020435,35.90060414,0.284413243,-2.058501018,0.497645569,-0.785104137,,-3.003,-2.751,37.03,H_,1.206003191,3.531412024,-3.187896881,3.36601397,-1.9145,,2.097,-3.607,34.114,C_R2,1.192863442,4.218161347,-0.271896881,4.365587507,1.0015,,0.919,4.312,35.89,C_R2,0.742726021,4.795702868,-2.047896881,4.871728837,-0.7745
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2.94,-0.549,0.71,34.164,0.27912141,,3.015968197,-0.330814079,0.7048711,33.1550657,0.830744737,0.893715433,0.680072447,2.1978634,,-4.445,0.597,33.1,H_,1.457573184,4.192142289,0.948781137,4.066780209,2.252929104,,-0.882,5.106,31.553,C_R2,0.934233116,5.262302378,2.495781137,5.096779784,3.799929104,,1.617,-2.691,34.426,H_,0.749786354,3.211796571,-0.377218863,3.398050591,0.926929104
136,,,,,,,2.940395289,-0.54886219,0.709766635,34.16404321,0.867444974,-0.11526207,0.691881716,1.188885897,,-4.445,0.597,33.1,H_,1.123467902,4.192142289,0.948781137,4.066780209,2.252929104,,0.627,4.515,34.844,H_,1.053278773,4.735500787,-0.795218863,4.604721553,0.508929104,,1.617,-2.691,34.426,H_,0.964845979,3.211796571,-0.377218863,3.398050591,0.926929104
136,,,,,,,2.779300668,1.106496307,0.98710413,33.30354302,1.80578202,0.745238114,1.799729891,2.049386081,,0.627,4.515,34.844,H_,1.678705252,4.735500787,-0.795218863,4.604721553,0.508929104,,0.539,5.061,31.53,C_R2,1.051082081,5.256672671,2.518781137,5.1208016,3.822929104,,1.617,-2.691,34.426,H_,0.41180532,3.211796571,-0.377218863,3.398050591,0.926929104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2.558,-0.468,-0.029,35.362,0.37306194,,2.824013205,-0.568212075,0.493508695,33.92146711,0.746212336,0.044245103,0.579814805,1.292167215,,-3.492,-1.991,34.744,H_,1.356228097,3.824816981,-0.778287784,3.826363998,0.469634328,,2.514,-2.811,34.138,C_R2,0.961747117,3.783990058,-0.172287784,3.945514916,1.075634328,,-1.306,4.3,33.318,H_,0.82361744,4.574043935,0.647712216,4.413265114,1.895634328
137,,,,,,,2.641322235,-1.174373298,0.938427901,34.9550704,1.47566251,-0.989358186,1.314273543,0.258563926,,-1.306,4.3,33.318,H_,1.321206871,4.574043935,0.647712216,4.413265114,1.895634328,,1.911,2.598,36.268,H_,1.143839612,3.417556475,-2.302287784,3.355973462,-1.054365672,,-3.492,-1.991,34.744,H_,0.676546171,3.824816981,-0.778287784,3.826363998,0.469634328
137,,,,,,,2.557726172,-0.467606121,-0.028683358,35.36150774,0.329797136,-1.395795528,0.23659147,-0.147873416,,2.514,-2.811,34.138,C_R2,1.305134725,3.783990058,-0.172287784,3.945514916,1.075634328,,1.911,2.598,36.268,H_,0.945349405,3.417556475,-2.302287784,3.355973462,-1.054365672,,-3.492,-1.991,34.744,H_,0.891108524,3.824816981,-0.778287784,3.826363998,0.469634328
137,,,,,,,2.555114427,-0.423280905,-0.156006857,35.6966504,0.272350798,-1.730938188,0.256136424,-0.483016076,,2.514,-2.811,34.138,C_R2,1.32316515,3.783990058,-0.172287784,3.945514916,1.075634328,,1.911,2.598,36.268,H_,1.003365048,3.417556475,-2.302287784,3.355973462,-1.054365672,,-4.081,-2.328,35.599,C_R2,0.815062456,4.503379845,-1.633287784,4.504640234,-0.385365672
137,,,,,,,2.549131318,-1.068822468,0.511602275,36.55741661,1.116402011,-2.591704392,0.968075606,-1.34378228,,0.8,3.022,38.434,H_,1.414769496,3.289178255,-4.468287784,3.17710447,-3.220365672,,1.911,2.598,36.268,H_,1.407929041,3.417556475,-2.302287784,3.355973462,-1.054365672,,-4.081,-2.328,35.599,C_R2,0.318894117,4.503379845,-1.633287784,4.504640234,-0.385365672
137,,,,,,,2.535585337,-1.212538295,0.742674942,36.13103946,1.370595753,-2.165327248,1.215963029,-0.917405136,,-1.89,4.141,37.231,H_,1.461580218,4.607373385,-3.265287784,4.442044394,-2.017365672,,1.911,2.598,36.268,H_,1.111956867,3.417556475,-2.302287784,3.355973462,-1.054365672,,-4.081,-2.328,35.599,C_R2,0.568055568,4.503379845,-1.633287784,4.504640234,-0.385365672
137,,,,,,,2.488722773,-1.474464569,0.578229855,37.11728836,1.497891311,-3.151576144,1.359307536,-1.903654032,,-1.89,4.141,37.231,H_,1.598732586,4.607373385,-3.265287784,4.442044394,-2.017365672,,0.8,3.022,38.434,H_,1.125728367,3.289178255,-4.468287784,3.17710447,-3.220365672,,-4.081,-2.328,35.599,C_R2,0.417131701,4.503379845,-1.633287784,4.504640234,-0.385365672
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2.455,0.48,0.566,32.905,0.19850789,,2.871302862,-0.407095856,-0.940527205,37.12009502,1.080648167,-3.289570183,1.169637752,-2.086460687,,2.115,-3.182,34.036,C_R2,1.160524416,3.763763028,-0.205475168,3.791734389,0.997634328,,1.623,2.299,38.195,H_,0.991818916,2.744799101,-4.364475168,2.654806755,-3.161365672,,-3.76,-2.997,37.668,H_,0.989249322,4.901889181,-3.837475168,4.990802205,-2.634365672
138,,,,,,,2.85571565,-0.290450457,-1.101152291,37.54280521,1.178825281,-3.712280375,1.264216519,-2.509170878,,-3.76,-2.997,37.668,H_,1.518963835,4.901889181,-3.837475168,4.990802205,-2.634365672,,-1.844,-4.656,36.77,H_,1.275855581,5.056608545,-2.939475168,5.143079071,-1.736365672,,1.623,2.299,38.195,H_,0.346773238,2.744799101,-4.364475168,2.654806755,-3.161365672
