Frame Count,r,x,y,z,can_see_geometric_center,can_see_center_of_mass,theta,,r,x,y,z,can_see_geometric_center,can_see_center_of_mass,theta
157,2.250589102,0.779815377,1.133882556,34.27616444,FALSE,FALSE,0.371639364,,,,,,,,
157,2.247083088,0.835763147,1.261433884,33.99793099,FALSE,FALSE,0.518264979,,,,,,,,
,,,,,,,,,,,,,,,
158,2.255300884,0.329267886,0.572190034,35.30466244,FALSE,TRUE,0.522586986,,2.219,0.074,0.566,34.793,TRUE,TRUE,0.470135258
158,2.22843233,0.33950834,0.448040032,36.1265213,TRUE,TRUE,0.304071161,,,,,,,,
158,2.218703302,0.073508765,0.566185687,34.79257586,TRUE,TRUE,0.470135258,,,,,,,,
158,2.067108797,1.068805661,1.340558815,34.23683447,FALSE,FALSE,0.582834839,,,,,,,,
158,2.059927807,0.743621486,1.218427809,33.69251437,TRUE,FALSE,1.570553813,,,,,,,,
,,,,,,,,,,,,,,,
159,2.128037302,0.002503466,0.527007687,35.22182304,TRUE,TRUE,0.409103199,,2.128,0.003,0.527,35.222,TRUE,TRUE,0.409103199
159,2.084344448,0.902924161,0.808754537,35.4366733,FALSE,TRUE,1.039456916,,,,,,,,
159,2.084550983,0.843228814,0.793187776,35.38914661,FALSE,TRUE,0.258903747,,,,,,,,
159,2.076725621,0.912798688,0.918985203,35.12080572,FALSE,TRUE,0.372983199,,,,,,,,
159,1.527511252,-2.478291605,1.274393554,35.13289303,FALSE,FALSE,0.124326449,,,,,,,,
,,,,,,,,,,,,,,,
160,2.6601952,0.213778837,0.489468359,36.10717677,TRUE,TRUE,0.138619621,,2.66,0.214,0.489,36.107,TRUE,TRUE,0.138619621
,,,,,,,,,,,,,,,
161,3.386624264,-0.252580722,0.01847801,33.03236818,TRUE,TRUE,0.608149823,,2.577,-0.598,-0.169,36,TRUE,TRUE,0.099792995
161,3.370731006,-0.28497515,0.324997415,32.64134155,TRUE,TRUE,0.686571415,,,,,,,,
161,2.577365825,-0.598435812,-0.169390246,35.99954657,TRUE,TRUE,0.099792995,,,,,,,,
161,2.525667841,1.109960529,1.067824373,35.11448011,FALSE,FALSE,0.703488353,,,,,,,,
161,2.188204755,1.407230013,0.811477043,36.79526893,FALSE,TRUE,0.258179989,,,,,,,,
161,2.088158444,-2.819297697,0.128578956,36.03217734,FALSE,FALSE,0.309370148,,,,,,,,
