Frame Count,r,x,y,z,Eculid dist (xy),,,r,x,y,z,Euclid dist (xy),Max ED (xy)
158,2.255300884,0.329267886,0.572190034,35.30466244,0.660165718,,,2.219,0.074,0.566,34.793,0.570816958,
158,2.22843233,0.33950834,0.448040032,36.1265213,0.562143917,,,,,,,0,
158,2.218703302,0.073508765,0.566185687,34.79257586,0.570937624,,,,,,,0,
158,2.067108797,1.068805661,1.340558815,34.23683447,1.714480527,,,,,,,0,
158,2.059927807,0.743621486,1.218427809,33.69251437,1.427423988,,,,,,,0,
158,1.632617647,-2.819070952,1.214395703,34.75794061,3.069514287,,,,,,,0,
,,,,,0,,,,,,,0,
159,2.128037302,0.002503466,0.527007687,35.22182304,0.527013633,,,2.128,0.003,0.527,35.222,0.527008539,
159,2.084550983,0.843228814,0.793187776,35.38914661,1.157662162,,,,,,,0,
159,2.084344448,0.902924161,0.808754537,35.4366733,1.212169931,,,,,,,0,
159,2.076725621,0.912798688,0.918985203,35.12080572,1.295274198,,,,,,,0,
159,1.527511252,-2.478291605,1.274393554,35.13289303,2.786755858,,,,,,,0,
,,,,,0,,,,,,,0,
160,2.6601952,0.213778837,0.489468359,36.10717677,0.534116715,,,2.66,0.214,0.489,36.107,0.53377617,
,,,,,0,,,,,,,0,
161,3.386624264,-0.252580722,0.01847801,33.03236818,0.253255717,,,2.577,-0.598,-0.169,36,0.621421757,
161,3.370731006,-0.28497515,0.324997415,32.64134155,0.432243168,,,,,,,0,
161,2.577365825,-0.598435812,-0.169390246,35.99954657,0.621947326,,,,,,,0,
161,2.525667841,1.109960529,1.067824373,35.11448011,1.540214682,,,,,,,0,
161,2.195702867,1.689287637,2.849016093,34.83273568,3.312187407,,,,,,,0,
161,2.188204755,1.407230013,0.811477043,36.79526893,1.624435687,,,,,,,0,
161,2.088158444,-2.819297697,0.128578956,36.03217734,2.822228207,,,,,,,0,
161,1.243238482,3.945590183,-0.534819061,35.16537207,3.981672176,,,,,,,0,
161,1.186806225,4.869387206,-0.78511628,35.26812528,4.93227527,,,,,,,0,
161,1.123510703,-3.851900895,-2.038675242,33.90981501,4.358134606,,,,,,,0,
161,0.972077483,4.150301428,-1.90209297,34.47070212,4.56540903,,,,,,,0,
161,0.970233966,4.192321744,-2.016956999,34.39708535,4.652276555,,,,,,,0,
161,0.869046988,3.388971452,-1.790815194,34.25521492,3.833033598,,,,,,,0,
